	SScmap	SSfisher	SSlincs	SSlincs_Norm	SSpearson_corr	SSspearman_corr	SSzhang	SSzhang_Norm	Rank	Rank	Rank	Rank	Rank	Rank	Rank	Rank	sumrank								
S17S11	-1.269252232	-1.354515663	-0.04682831	-0.238684906	-0.273441462	-0.350246305	-146.2528736	-1.373290742	389	320	292	310	466	487	332	359	1								
S14S16	-0.026470032	-1.67288969	-0.370652886	-0.96207949	-0.054260934	-0.261083744	-146.7011494	-0.589337855	201	357	437	427	273	457	333	244	1								
S8S10	-0.266157185	0.079396822	0.02763432	0.003240844	-0.04197138	0.033388068	-146.9162562	-0.871115978	280	207	180	202	260	207	334	292	0.559422581								
S9S9	-0.111090278	-2.206989117	0.030114502	-0.084768919	-0.001052061	-0.133004926	-147.4137931	-2.001309951	244	397	174	255	202	362	335	420	1								
S5S10	-1.302505	-2.63288157	-0.038092239	0.002780897	-0.024466467	-0.156288156	-148.2169312	-1.038598537	400	429	277	203	238	380.5	336	315	1								
S11S18	-1.271132601	1.264571862	0.02487595	-0.153995436	-0.143299906	-0.147235906	-148.5418719	-1.480998682	390	122	184	286	376	371	337	366	1								
S8S12	-1.191657272	-2.537026152	0.027405674	0.024732531	-0.143210384	-0.15018315	-148.6216931	-0.861779189	371	420	181	193	375	372	338	290	1								
S16S28	0.07703745	2.255115566	-0.362809075	-0.964325477	-0.109932197	0.059605911	-148.6413793	-0.997507169	156	61	433	428	339	166	339	310	1								
S9S18	-0.302089111	1.228206693	0.048115386	0.018357249	0.023048382	-0.191625616	-148.9264368	-1.142958746	287	126	145	196	171	411	340	335	1								
S15S19	-1.337707054	1.651380045	0.08358021	0.130748407	-0.086060491	-0.208453838	-149.3526882	-1.215968841	415	103	104	144	309	423	341	343	1								
S17S2	-0.128774505	0.532798972	-0.037472137	-0.272431628	-0.142865923	-0.212013348	-149.5870968	-1.580428062	248	186	276	321	374	425	342	376	1								
S15S25	-0.050683905	-4.605170186	-0.028955457	-0.190278453	-0.01099616	-0.033004926	-149.7471264	-0.871336814	214	466	264	298	214	263	343	293	0.656184416								
S8S27	-1.291013781	-1.40759298	-0.380215292	-1.000592147	-0.030839281	0.01953602	-153.1190476	-1.114598562	395	328	443	438	247	217.5	344	330	1								
S4S14	-1.834603659	-1.837704107	-0.405256912	-1.064203916	-0.178262468	-0.262178435	-153.1600985	-1.434299834	490	366	455	449	412	458	345	363	1								
S13S7	-0.020644806	-4.605170186	0.059998348	-0.00352029	0.086920417	0.04029304	-153.8253968	-1.078417665	196	466	132	205	112	190.5	346	323	0.691381547								
S12S1	-0.039667548	0.156393126	0.500654408	1.291242057	0.193999948	0.191570881	-154.3916256	-0.767791949	208	204	7	10	40	64	347	268	0.020074355								
S10S3	-1.203541455	1.245212163	0.293345712	0.888224183	-0.005711594	-0.214682981	-154.4043011	-2.148603926	374	123	56	52	208	429	348	429	0.843128673								
S11S23	-1.255755194	-2.341366793	-0.052100053	-0.37691995	-0.17360859	0.048768473	-154.8298851	-1.365925886	384	402	300	355	404	179	349	358	1								
S10S8	-1.88943879	-0.297862396	-0.175956492	-0.591062736	-0.280157057	-0.130241935	-154.9274194	-1.600776953	495	217	388	383	469	359	350	378	1								
S8S23	-1.516948352	-1.125836306	-0.432396603	-1.171162483	-0.119926884	-0.095848596	-154.9867725	-0.927062676	454	296	467	463	353	338	351	298	1								
S12S26	-1.257638627	0.244843877	0.421138845	1.044709911	0.087528573	0.092501368	-155.1305419	-0.839281018	385	199	21	31	110	130.5	352	284	0.26962745								
S4S17	-0.045062956	-0.753780243	-0.433875125	-0.99916071	-0.099354454	-0.24137931	-155.2807882	-1.571390839	213	257	468	436	325	447	353	375	1								
S5S15	-1.185542359	-2.516093926	0.094098926	0.045613849	-0.064640506	0.033935413	-155.679803	-0.858654692	369	415	97	178	285	206	354	287	0.793013834								
S11S4	-0.480696798	-4.605170186	0.039749385	-0.122754104	-0.013541071	0.038861522	-156.137931	-0.959957599	325	466	156	272	218	194	355	304	0.806550026								
S14S29	0.193560326	0.876934723	-0.025733592	-0.179815323	-0.025621456	-0.102016129	-157.078629	-1.822220515	129	159	258	294	239	340	356	403	1								
S11S11	-1.323920577	1.549378975	0.028004334	0.036234986	-0.117088199	-0.14559387	-158.1748768	-0.846355235	408	107	177	185	350	370	357	285	1								
S11S8	-0.321179574	-1.776226852	-0.007240894	-0.086947793	0.009899166	0.153235653	-158.6216931	-1.300084696	293	361	227	256	192	88.5	358	353	0.848319307								
S15S21	-0.063253857	-1.277770575	-0.080647391	-0.459693036	-0.135501022	-0.078531702	-159.0043011	-1.345416081	221	309	332	365	371	306	359	356	1								
S16S22	0.054706431	2.055480123	-0.389148896	-1.066352562	-0.113435472	0.114285714	-159.7954023	-0.430524466	169	79	445	450	345	115	360	220	1								
S9S1	-0.324440513	0.393295275	0.07122447	-0.018351352	-0.007645782	0.058467742	-159.8125	-1.284669265	294	192	120	212	210	168	361	350	0.891875847								
S8S1	-1.295033393	-0.162721351	-0.08535457	-0.364690203	-0.187591976	-0.090964591	-160.5343915	-0.887098368	397	213	337	350	420	325	362	295	1								
S13S21	-1.458629763	0.909162972	-0.0350611	-0.182362999	-0.066935595	-0.137973138	-160.5846561	-1.840989803	446	153	272	295	287	366	363	405	1								
S8S18	-1.047749622	-4.605170186	-0.326147148	-0.826951109	-0.04123492	0.008547009	-161.2022792	-1.172780485	350	466	416	409	258	229	364	339	1								
S14S30	0.137058712	-1.115186938	-0.362063852	-1.00036095	-0.200986952	-0.226108374	-161.9747126	-1.694603245	143	293	431	437	432	440	365	393	1								
S11S27	-1.313824798	-2.320862138	-0.091551486	-0.519354469	-0.241696969	-0.21893815	-163.179803	-1.096254492	403	401	342	376	460	433	366	329	1								
S5S3	-1.427063522	-2.71508602	-0.092844285	-0.377227457	-0.239637481	-0.301587302	-163.4179894	-1.054550308	437	430	344	356	458	477	367	318	1								
S11S13	-0.354624521	-2.070991608	-0.029418017	-0.278291433	-0.165295029	0.06453202	-165.262069	-2.451268041	297	387	265	322	398	160	368	449	1								
S15S24	-1.345442455	1.536054263	0.04487393	0.050311071	-0.051208984	-0.164849833	-165.8709677	-2.333797238	417	108	149	175	268	389	369	441	1								
S4S2	-1.297097352	-1.993429715	-0.423756691	-1.11762496	-0.187549329	-0.169458128	-165.9241379	-1.130225925	398	380	462	456	419	394	370	332	1								
S9S25	0.00139457	-0.374364601	-0.116454833	-0.497577696	-0.091170516	0.078531702	-166.2774194	-2.482513717	184	224	367	372	313	143	371	452	1								
S13S25	-1.370959915	-0.970600524	-0.393716094	-1.11456619	-0.385358877	-0.333004926	-166.9034483	-1.461298744	423	278	451	455	494	482	372	364	1								
S8S6	-1.412014334	-0.037715881	-0.495969763	-1.216964512	-0.311744107	-0.255189255	-167.5449735	-1.642149307	432	211	484	473	486	452	373	386	1								
S11S2	-1.275154263	-1.506335141	-0.109339067	-0.527755874	-0.18870803	-0.007936508	-167.6349206	-1.595622699	391	338	359	377	424	242	374	377	1								
S17S10	-0.246738725	-1.02395868	-0.304637945	-0.88501249	-0.298244228	-0.399014778	-169.1655172	-1.880092969	273	282	409	417	479	491	375	409	1								
S11S20	-0.533723234	-1.585081484	-0.366099868	-1.123169406	-0.156137313	-0.094627595	-169.2037037	-2.173783141	337	348	436	458	389	333.5	376	433	1								
S4S28	-0.084824387	-0.650639575	-0.397366535	-1.031183166	-0.177190443	-0.266557198	-169.9359606	-1.643847886	234	250	453	445	410	462	377	387	1								
S5S13	-1.131195566	-2.508682826	0.10799461	0.15549968	-0.067313244	0.038314176	-170.0812808	-2.439084363	358	414	87	137	289	195	378	448	1								
S10S1	-1.789865872	-2.112014595	-0.173268299	-0.616158779	-0.233446157	-0.204449388	-170.088172	-1.376914141	488	390	387	387	454	420	379	360	1								
S7S5	-1.441390887	0.439582368	0.012862988	-0.052403932	-0.120415789	-0.217296114	-170.2192118	-3.446604299	438	190	196	236	354	432	380	485	1								
S13S10	-1.39225819	0.142538548	0.095662563	0.05442368	-0.02166408	-0.094627595	-170.5714286	-2.617421221	427	206	94	172	234	333.5	381	457	1								
S8S3	-1.286682353	1.026248826	-0.003480815	-0.108458113	-0.111753421	-0.112942613	-170.9417989	-1.936016667	394	138	223	267	340	346	382	414	1								
S9S5	-1.31696805	-1.861025151	0.062024617	-0.013937485	-0.077466669	-0.057142857	-172.0436782	-1.078321519	405	369	130	209	301	289.5	383	322	1								
S7S7	-1.365450472	1.007509696	0.075112817	-0.032989508	-0.051961832	-0.227695676	-172.3669951	-2.475183113	422	139	112	222	271	441	384	451	1								
S8S20	-1.531465233	-1.308254514	-0.062082253	0.058694783	-0.014691969	0.148034188	-172.4757835	-1.2373697	458	314	312	169	221	93	385	345	1								
S11S25	-1.24647092	1.068251849	-0.095072375	-0.493722844	-0.165072331	-0.042364532	-173.3471264	-2.079021523	380	136	347	371	396	276	386	424	1								
S16S14	-1.458486073	-0.119010439	-0.05954118	-0.246010703	-0.060626748	0.023359288	-174.5311828	-3.307320969	445	212	308	312	282	212	387	481	1								
S5S28	-1.392120521	-2.469885757	0.017626888	-0.177243665	-0.125794039	-0.008210181	-174.6157635	-0.919400346	426	409	191	293	361	243	388	297	1								
S10S6	-0.1912711	-2.127555241	-0.568815408	-1.445489129	-0.236313869	-0.074972191	-174.9548387	-1.686769311	257	391	493	487	455	302	389	391	1								
S7	0.119309414	-0.948136229	-0.407842617	-1.07413711	-0.138329513	-0.095566502	-175.0965517	-1.740404374	146	275	458	451	373	336	390	396	1								
S9S13	-0.092801628	0.910979856	0.036200467	0.084715156	-0.037104314	-0.116129032	-175.1189516	-2.763630106	239	152	162	160	255	350	391	466	1								
S11S16	-1.293357703	1.586271925	-0.039106803	-0.291896757	-0.159805266	-0.211275315	-176.1847291	-0.991930063	396	106	278	327	392	424	392	306	1								
S9S19	-0.013852733	0.713706974	0.110325993	0.106343232	0.030919776	-0.082091212	-176.4516129	-1.534002218	190	171	84	153	163	313	393	371	1								
S7S16	-1.529941554	2.022431418	0.011151447	0.079703681	-0.113587894	-0.214285714	-176.5449735	-2.402446704	456	81	199	163	346	428	394	445	1								
S5	-0.039594097	-0.629752397	-0.45690201	-1.305948712	-0.2880285	-0.230979748	-177.0098522	-1.668120835	207	249	475	484	470	443	395	390	1								
S17S4	-0.017605634	0.907139131	0.083372765	0.051922963	0.019302372	-0.09054505	-177.0322581	-1.637700045	193	154	105	173	179	324	396	384	1								
S5S18	0.034733416	-2.446865072	0.014676166	-0.094325427	-0.049486736	0.068418172	-177.0960591	-1.513602829	173	407	194	261	267	152	397	369	1								
S10S9	-0.083597096	1.2431412	-0.019549845	-0.357491563	-0.166163874	-0.155241935	-177.1653226	-2.712124659	232	124	247	347	399	379	398	465	1								
S11S30	-0.290443943	-1.318259092	-0.09992096	-0.35808058	-0.103415497	0.092501368	-178.5147783	-2.245615749	284	315	354	348	330	130.5	399	437	1								
S13S3	-1.282536908	-2.408372143	-0.389964295	-1.025694697	-0.225933081	-0.222769568	-179.0492611	-1.762524765	392	406	447	441	446	438	400	399	1								
S16S25	-0.010887772	2.315175686	-0.302432815	-0.852875948	-0.086049639	0.118226601	-179.5655172	-1.321268659	189	47	408	412	308	112	401	355	1								
S13S18	-1.226849592	-1.360993071	-0.078413931	-0.413979446	-0.145234371	-0.151614669	-179.8374384	-1.998659288	376	323	330	362	380	374	402	419	1								
S7S30	-0.341298784	-4.605170186	-0.063579201	-0.198316049	-0.094656237	-0.07997558	-180.0529101	-1.853284523	296	466	316	302	319	309	403	406	1								
S13S13	-1.459041881	-4.605170186	-0.017969275	-0.081689152	-0.112069547	-0.172161172	-180.6507937	-1.136307083	447	466	245	253	341	397	404	334	1								
S13S14	-1.646503939	0.638124502	0.008198712	-0.271985353	-0.143471096	-0.145046524	-180.9679803	-2.234144225	473	177	203	320	377	369	405	436	1								
S9S21	-0.085510469	0.915013158	0.059829924	-0.040827226	-0.057390074	-0.02983871	-181.4133065	-1.135657518	236	151	133	225	275	262	406	333	1								
S15S15	-0.309630879	2.165289036	0.354707348	0.925051932	0.000453663	-0.157142857	-181.9034483	-1.687460345	290	70	41	47	198	382	407	392	0.624606356								
S10S26	-1.567088374	-0.805153115	-0.099273991	-0.616065172	-0.24652718	-0.291422287	-182.0643939	-2.170248488	461	262	352	386	463	473	408	432	1								
S9S30	-0.024471635	0.528326095	-0.00038671	-0.145020995	0.016515462	0.086095662	-182.888172	-1.072958083	197	187	214	281	181	137	409	321	1								
S14S28	-1.652518393	-4.605170186	-0.462518963	-1.125205983	-0.370205549	-0.424137931	-183.4689655	-2.318910962	475	466	476	460	493	494	410	439	1								
S10S22	-1.28614615	-0.612778183	-0.348980347	-0.914206983	-0.23308765	-0.168409344	-183.6129032	-1.543462295	393	245	426	420	452	393	411	372	1								
S4S30	-0.053055424	-0.374103308	-0.431561176	-1.085168722	-0.181661018	-0.220032841	-183.9064039	-1.986991642	216	223	466	452	415	435	412	417	1								
S5S20	-1.195458001	-2.000799243	0.004582605	-0.054283141	-0.084125283	0.074438971	-184.6403941	-1.147396855	372	382	208	237	307	145	413	337	1								
S5S17	-1.240965762	-2.531627467	-0.046403419	-0.306322453	-0.120749487	0.009304871	-185.9285714	-1.274127617	378	419	289	333	355	228	414	348	1								
S16S10	-1.415234715	1.271401388	-0.080788744	-0.368675888	-0.211350355	0.015395894	-186.3106061	-2.904479293	433	121	334	352	439	222	415	471	1								
S14S24	-0.480736544	-1.777832284	-0.101975682	-0.371695738	-0.197598025	-0.265024631	-187.4137931	-3.770999231	326	362	356	353	430	461	416	487	1								
S15S18	-0.056367726	-1.421400367	-0.420644267	-1.186407462	-0.164490634	-0.091133005	-187.491954	-0.955873709	217	332	461	467	394	326	417	301	1								
S10S2	-1.742671162	0.641940369	-0.095470877	-0.563104383	-0.206327619	-0.017741935	-187.6592742	-1.994976515	482	176	348	381	435	255	418	418	1								
S11S24	-1.258309859	-1.50935828	-0.116863659	-0.460109239	-0.113870783	0.039956212	-188.4310345	-1.629187967	386	339	368	366	347	192	419	381	1								
S12S27	-0.46169126	0.714848762	0.051070608	-0.048511339	-0.067241671	-0.205801861	-189.4408867	-2.568220784	320	170	141	230	288	421	420	455	1								
S10S27	-1.57137574	1.294296808	-0.093763802	-0.35831097	-0.245542541	-0.289222874	-189.6590909	-2.375807023	463	119	345	349	461	472	421	443	1								
S7S18	-1.364742176	0.828944685	0.014993794	-0.048566051	-0.147598537	-0.277504105	-190.1773399	-1.8800115	420	160	192	231	381	469	422	408	1								
S13S1	-0.422472346	-2.141637367	-0.413690457	-1.124570205	-0.205880228	-0.229885057	-190.6896552	-2.43012399	310	392	459	459	434	442	423	447	1								
S7S25	0.208144796	2.908620731	-0.346463463	-1.032092161	-0.115535928	-0.093048714	-190.955665	-1.634873627	124	4	425	446	349	329	424	383	1								
S16S8	-1.461029344	1.36300682	-0.127959583	-0.488150018	-0.115354396	-0.022580645	-191.2862903	-1.66120288	448	118	374	369	348	257	425	388	1								
S16S29	0.041445469	2.31555008	-0.375370685	-1.027103018	-0.104598185	0.15270936	-191.4505747	-1.531798972	171	46	440	443	332	90	426	370	1								
S8S29	-1.399943498	-0.308134547	-0.317138045	-0.857668977	-0.037636724	-0.089133089	-191.8730159	-1.091196182	428	218	414	413	256	321	427	327	1								
S11S12	-0.409045195	-2.107511635	-0.039187142	-0.255748587	-0.16079906	0.03667214	-192.5862069	-2.017803337	308	389	279	314	393	199	428	422	1								
S11S15	-0.507565078	1.221212427	0.023868606	-0.138892313	-0.014151185	0.007936508	-192.6322751	-1.090986551	332	127	186	278	220	230	429	326	1								
S5S1	-1.423365284	-2.605450574	-0.100608832	-0.380485869	-0.351792071	-0.478021978	-193.0952381	-2.709272269	436	426	355	357	490	496	430	464	1								
S14S19	-1.315193813	-1.939176286	-0.441298968	-1.188550362	-0.213985209	-0.081280788	-194.7333333	-1.474845247	404	378	469	469	440	311.5	431	365	1								
S11S7	0.081591009	-4.605170186	-0.36496241	-0.894131148	-0.233272999	-0.027472527	-195.005291	-1.55586813	155	466	435	418	453	261	432	373	1								
S15S1	-1.345936812	-2.364693053	-0.034953808	-0.425205968	-0.165013895	-0.260098522	-195.0505747	-1.744875411	418	404	271	364	395	456	433	397	1								
S11S28	-1.341266867	1.449912008	-0.040327055	-0.351275578	-0.153181258	-0.19759168	-196.9901478	-1.912686479	416	112	280	345	385	414	434	412	1								
S4S19	-1.784283807	-1.367873519	-0.582177482	-1.508214072	-0.305182866	-0.349753695	-197.4022989	-1.951746066	486	324	494	489	482	486	435	415	1								
S11S19	-0.578497653	-1.576149832	-0.170069039	-0.651009217	-0.198618345	-0.00711549	-198.3719212	-4.107779999	339	347	385	396	431	240	436	491	1								
S4S27	-0.092304776	-0.623959892	-0.473197095	-1.26399275	-0.251021256	-0.411056377	-199.0985222	-1.801090132	238	246	477	478	464	492	437	402	1								
S8S5	-1.311105882	-2.171424013	-0.027727867	-0.112254674	-0.179014	-0.143404488	-199.7807882	-2.506170944	402	396	261	269	413	367	438	454	1								
S17S23	-0.016796585	-0.485672858	-0.062476738	-0.299978373	-0.094601555	-0.157730812	-200.0817204	-1.863477245	192	229	315	330	318	384	439	407	1								
S4S20	-0.179579149	-4.605170186	-0.60779153	-1.5929519	-0.274743835	-0.198522167	-200.4804598	-2.22772755	256	466	496	494	467	415	440	435	1								
S10S4	-1.920329157	-0.308641925	-0.560726109	-1.573320833	-0.305650079	-0.143951613	-201.8830645	-3.322150873	496	219	492	492	483	368	441	482	1								
S4S10	-1.666745768	-1.271265175	-0.527608023	-1.595739429	-0.192164741	-0.166995074	-201.9195402	-2.098026981	476	308	489	495	428	392	442	427	1								
S9S24	-0.233530718	0.956826155	0.020912004	-0.079723374	-0.034601799	-0.220022247	-202.4258065	-2.48597395	269	146	189	252	251	434	443	453	1								
S11S17	-0.483314515	-1.8852211	-0.022124713	-0.100475605	-0.125099495	-0.000547345	-202.953202	-2.166284562	327	372	251	264	360	237	444	431	1								
S14S9	-0.002994572	0.811640003	0.033043081	-0.242220016	-0.126809296	0.11473607	-203.9375	-2.112466219	187	162	168	311	362	114	445	428	1								
S17S7	-0.044664324	-0.514021739	-0.113828005	-0.50748472	-0.226932389	-0.079802956	-204.2252874	-1.72815964	212	232	364	375	447	308	446	395	1								
S22	-0.084906529	-1.26830705	-0.024868206	-0.172434344	-0.100193086	0.041055718	-204.2518939	-2.676737658	235	307	256	291	327	189	447	461	1								
S10S13	-1.855084666	-2.054787831	-0.13295754	-0.491049263	-0.229372067	-0.295661846	-205.9569892	-2.005260662	494	386	377	370	448	475	448	421	1								
S7S26	-1.407877041	-1.772286494	-0.310863274	-0.905758649	-0.165151051	-0.236263736	-206.8121693	-2.27383257	431	360	411	419	397	445	449	438	1								
S13S12	-1.454560208	0.36650688	0.005607059	-0.051500528	-0.149205978	-0.18986569	-207.1851852	-2.458915092	443	195	206	235	383	409	450	450	1								
S4S16	1.722612493	-0.660467692	-0.493588498	-1.26016983	-0.208147673	-0.207443897	-207.679803	-1.933603622	2	252	483	477	436	422	451	413	1								
S3S28	-1.602942563	1.210464214	-0.125024798	-0.535778636	-0.232302838	-0.049193548	-207.8447581	-2.418547168	466	128	373	378	451	285	452	446	1								
S9S22	-0.035644486	0.676043481	0.001070901	-0.212289296	-0.019369367	-0.106854839	-208.0866935	-2.83157334	205	172	213	306	228	342	453	467	1								
S7S21	-1.737192719	0.786427214	-0.005250103	0.002406454	-0.057816709	-0.187192118	-209.362069	-1.83161649	481	164	225	204	277	407	454	404	1								
S4S22	0.187733231	-4.605170186	-0.489781852	-1.2493563	-0.215367754	-0.26453202	-212.0045977	-1.72173156	130	466	482	476	441	460	455	394	1								
S8S28	-1.405873494	-1.074431299	-0.558276721	-1.525000165	-0.327325867	-0.184455391	-213.9975369	-3.193493997	429	288	491	490	488	406	456	478	1								
S9S16	-0.031903089	0.555953122	0.047406206	-0.00553762	-0.036568806	-0.044716352	-214.4666667	-1.783872995	203	183	146	206	254	278	457	401	1								
S9S15	-0.044503579	-0.854940205	-0.029544681	-0.312413116	-0.191185885	-0.171428571	-214.6206897	-2.04502946	211	267	266	336	426	396	458	423	1								
S17S6	0.163573627	-0.515859634	0.028478451	-0.266177903	-0.102608488	-0.177419355	-214.9879032	-2.629516925	138	233	176	318	328	401	459	458	1								
S16S13	-1.670260176	-0.547037023	-0.507163696	-1.697294006	-0.30885671	-0.191991101	-217.4774194	-2.377643742	477	237	486	496	485	412	460	444	1								
S9S27	-0.025362319	0.192294978	0.104795672	-0.056234578	0.014015996	-0.11773399	-218.1195402	-2.093070806	198	203	89	238	189	352	461	425	1								
S9S23	-0.074603322	0.799059105	0.097121676	-0.193310032	-0.042097198	-0.043951613	-219.0866935	-2.895964738	226	163	92	300	261	277	462	470	1								
S15S9	-1.306879546	-1.330846268	-0.099660549	-0.330870916	-0.272018378	-0.257635468	-219.5172414	-1.352975862	401	317	353	340	465	453	463	357	1								
S16S17	-1.8461547	-0.583656186	-0.119983298	-0.498369557	-0.246395326	-0.04646752	-223.2446657	-2.360102563	492	239	370	373	462	280	464	442	1								
S1	0.143392107	1.974751651	-0.183338902	-0.545020983	-0.23951021	-0.236453202	-224.1517241	-1.608171917	142	84	390	380	457	446	465	379	1								
S16S7	-1.646891088	-1.04542414	-0.102437222	-0.478643413	-0.217785072	-0.010630499	-224.9469697	-3.327237825	474	286	357	368	443	246	466	483	1								
S16S30	-0.041794657	-2.155340525	-0.425659343	-1.221902548	-0.166447927	0.084729064	-225.7402299	-4.148392793	209	394	463	474	400	138	467	492	1								
S10S12	-1.853735499	-0.324497451	-0.443073344	-1.216520615	-0.299345422	-0.291657397	-225.7935484	-2.658644408	493	220	470	472	480	474	468	460	1								
S18	-0.308322736	-2.473757746	-0.39340162	-0.992220643	-0.361039487	-0.415750916	-226.3095238	-2.575073767	289	410	450	435	492	493	469	456	1								
S8S2	-1.151952941	2.241947047	-0.536613555	-1.531274651	-0.355731768	-0.273504274	-228.7830688	-1.779414555	363	63	490	491	491	465	470	400	1								
S10S29	-1.787091366	-1.699844271	-0.224927869	-0.704525001	-0.289480749	-0.108870968	-233.1653226	-1.889000182	487	358	395	398	471	344	471	410	1								
S10S10	-1.781396219	-0.538856684	-0.447006348	-1.117791616	-0.191538812	-0.183092325	-237.5333333	-3.961814626	485	235	471	457	427	405	472	490	1								
S10S16	-1.484618219	-0.862608402	-0.166432608	-0.506914182	-0.275729574	-0.306451613	-237.8971774	-2.700726878	450	268	384	374	468	479	473	463	1								
S16S9	-1.56730888	1.282784545	-0.172770221	-0.620444879	-0.177512055	-0.013929619	-238.7594697	-2.849009108	462	120	386	388	411	252	474	469	1								
S11S21	-0.489984012	-1.440502004	-0.02885639	-0.222113222	-0.112334289	0.03667214	-240.544335	-2.096790562	329	334	263	307	342	199	475	426	1								
S11S5	-1.618135736	1.07140019	-0.031653757	-0.375480078	-0.231481159	-0.212370005	-244.58867	-2.699122267	468	135	268	354	450	426	476	462	1								
S15S17	-1.186729118	-1.596931637	-0.500571159	-1.425528043	-0.307762203	-0.203448276	-248.7034483	-1.905116194	370	349	485	486	484	419	477	411	1								
S10S30	-0.220289055	-0.573852964	-0.09455626	-0.543395879	-0.323236072	-0.163330787	-251.4033613	-6.784944354	265	238	346	379	487	387	478	496	1								
S8S11	-1.449366495	0.901871841	-0.020307573	-0.146738549	-0.12902117	-0.154898741	-251.5123153	-3.271920338	441	156	248	283	367	378	479	480	1								
S5S6	-0.383564244	-2.529859411	-0.009334331	-0.187378281	-0.168008117	-0.266788767	-251.7777778	-5.225734174	302	418	229	297	402	463	480	495	1								
S10S28	-1.768851697	0.670122989	-0.137064062	-0.626299408	-0.291704044	-0.124665775	-252.684492	-3.167231563	484	174	381	390	473	356	481	477	1								
S8S24	-1.64555587	-0.979244466	-0.593706004	-1.576593217	-0.300052688	-0.061576355	-254.0206897	-2.165796795	472	279	495	493	481	293	482	430	1								
S9S17	-0.028798963	0.433352697	0.055210277	-0.029724269	-0.06748363	0.089112903	-254.7479839	-3.081411276	202	191	136	219	290	135	483	475	1								
S8S25	-1.111058646	-1.917461773	-0.091881122	-0.400272159	-0.293912774	-0.283272283	-254.8068783	-3.151397942	354	374	343	360	476	471	484	476	1								
S8S22	-1.449394627	-1.4158983	-0.080618382	-0.422754532	-0.145160654	-0.150793651	-255.4259259	-2.84630388	442	330	331	363	379	373	485	468	1								
S12S30	-0.475507315	0.046665266	0.111792861	0.080520562	-0.098946129	-0.220580186	-260.0073892	-3.863611746	324	209	82	162	324	436	486	489	1								
S8S30	-1.208470279	-1.417415044	-0.474054866	-1.188210253	-0.217406516	-0.198686371	-260.0221675	-2.956922887	375	331	478	468	442	416	487	472	1								
S5S5	-1.55113852	-2.52125977	-0.356615952	-0.970444191	-0.297788148	-0.362637363	-264.9100529	-2.987034533	460	417	429	429	478	488	488	473	1								
S7S23	0.354360996	-1.830354289	-0.451740897	-1.213196634	-0.187724936	-0.26007326	-265.2671958	-3.368594073	92	365	472	471	421	455	489	484	1								
S15S8	-0.43552209	-1.191561978	-0.158642733	-0.628327731	-0.182099873	-0.06453202	-268.0068966	-3.266758721	315	299	383	391	416	296	490	479	1								
S15S29	-0.247574627	-1.705040128	-0.428184697	-1.173062066	-0.18626111	-0.17635468	-275.262069	-2.652376913	274	359	464	464	418	400	491	459	1								
S2S29	0.242700903	1.182729607	-0.115765751	-0.624359687	-0.219850838	-0.095439377	-294.2172043	-3.640755693	114	130	366	389	444	335	492	486	1								
S5S4	-1.625307358	-2.559185769	-0.509873177	-1.470095177	-0.467972147	-0.446886447	-302.515873	-3.816946743	471	421	487	488	496	495	493	488	1								
S17S5	-1.530695266	1.399749674	-0.234416334	-0.635880782	-0.397094459	-0.216462736	-328.9655914	-3.077940382	457	113	396	393	495	431	494	474	1								
S2S30	-1.550175638	0.5726985	-0.02170473	-0.185723136	-0.203020731	-0.130541872	-330.6482759	-5.116686886	459	182	250	296	433	360	495	493	1								
S17S8	-0.156357548	1.501999252	-0.215542006	-0.698424627	-0.289565385	-0.276529477	-334.6645161	-5.118474522	254	111	392	397	472	468	496	494	1								
